velocidadLeft velocidadRight pwmLeft pwmRight posLeft posRight velocidadObjetivo ticksSinAct
0.32016 0.27973 200 200 11138 12076 0.30000 0
0.34875 0.32401 200 200 11218 12162 0.30000 0
0.31683 0.35372 200 200 11296 12248 0.30000 0
0.37690 0.27939 200 200 11375 12334 0.30000 0
0.30391 0.32643 200 200 11453 12420 0.30000 0
0.30659 0.37122 200 200 11534 12506 0.30000 0
0.30409 0.32850 200 200 11612 12592 0.30000 1
0.30350 0.35833 200 200 11690 12677 0.30000 0
0.30479 0.32678 200 200 11770 12761 0.30000 1
0.30577 0.32607 200 200 11850 12847 0.30000 0
0.30278 0.28613 200 200 11928 12932 0.30000 0
0.30449 0.32758 200 200 12006 13019 0.30000 0
0.30511 0.32829 200 200 12086 13104 0.30000 0
0.32191 0.32906 200 200 12166 13190 0.30000 0
0.30983 0.33204 200 200 12246 13277 0.30000 0
0.32597 0.33059 200 200 12324 13362 0.30000 0
0.30409 0.32812 200 200 12402 13447 0.30000 0
0.30328 0.32839 200 200 12481 13532 0.30000 0
0.26952 0.32902 200 200 12559 13618 0.30000 0
0.30536 0.33201 200 200 12637 13705 0.30000 0
0.35973 0.33675 200 200 12715 13790 0.30000 0
0.30538 0.32908 200 200 12795 13875 0.30000 0
0.30251 0.32723 200 200 12873 13961 0.30000 0
0.25400 0.32772 200 200 12954 14048 0.30000 1
0.30374 0.33265 200 200 13032 14135 0.30000 1
0.30526 0.33089 200 200 13110 14220 0.30000 1
0.30502 0.32688 200 200 13188 14305 0.30000 1
0.30583 0.32606 200 200 13268 14392 0.30000 1
0.30362 0.33002 200 200 13346 14479 0.30000 1
0.30395 0.33224 200 200 13426 14564 0.30000 1
0.30419 0.32992 200 200 13505 14649 0.30000 1
0.30325 0.28170 200 200 13583 14736 0.30000 0
0.30436 0.27797 200 200 13663 14821 0.30000 0
0.30440 0.28810 200 200 13741 14908 0.30000 0
0.33756 0.27678 200 200 13821 14993 0.30000 0
0.30711 0.33978 200 200 13899 15080 0.30000 0
0.32133 0.30080 200 200 13978 15165 0.30000 0
0.34478 0.30466 200 200 14058 15252 0.30000 0
0.37521 0.29706 200 200 14136 15337 0.30000 0
0.33623 0.33623 200 200 14214 15422 0.30000 0
0.33591 0.33596 200 200 14294 15509 0.30000 0
