velocidadLeft velocidadRight pwmLeft pwmRight posLeft posRight velocidadObjetivo ticksSinAct
0.08680 0.10599 71 71 3955 4686 0.10000 3
0.08675 0.10245 71 71 3976 4713 0.10000 3
0.08445 0.10068 71 71 3998 4740 0.10000 3
0.08315 0.10074 71 71 4021 4767 0.10000 1
0.08682 0.10107 71 71 4044 4794 0.10000 1
0.08773 0.10094 71 71 4067 4821 0.10000 1
0.08828 0.10495 71 71 4089 4848 0.10000 2
0.08448 0.10122 71 71 4112 4873 0.10000 2
0.08721 0.10393 71 71 4136 4898 0.10000 2
0.08851 0.13835 71 71 4159 4923 0.10000 3
0.08832 0.10084 71 71 4182 4951 0.10000 3
0.07065 0.10113 71 71 4204 4978 0.10000 3
0.08408 0.10281 71 71 4227 5005 0.10000 0
0.08863 0.10089 71 71 4250 5032 0.10000 0
0.08687 0.10148 71 71 4273 5059 0.10000 0
0.08773 0.10448 71 71 4296 5086 0.10000 1
0.08692 0.10346 71 71 4318 5113 0.10000 1
0.08687 0.10215 71 71 4341 5140 0.10000 1
0.08649 0.10293 71 71 4364 5167 0.10000 2
0.08710 0.10112 71 71 0 0 0.20000 2
0.19244 0.21381 142 142 42 45 0.20000 0
0.19295 0.22776 142 142 93 101 0.20000 1
0.20188 0.22487 142 142 147 157 0.20000 0
0.21842 0.22098 142 142 201 214 0.20000 1
0.20207 0.20107 142 142 255 272 0.20000 0
0.20471 0.21819 142 142 307 328 0.20000 0
0.20214 0.21833 142 142 359 386 0.20000 1
0.21941 0.19435 142 142 410 444 0.20000 0
0.20239 0.22031 142 142 462 500 0.20000 0
0.20215 0.21930 142 142 514 558 0.20000 1
0.20359 0.22456 142 142 566 614 0.20000 1
0.20290 0.21829 142 142 617 670 0.20000 0
0.20358 0.21928 142 142 669 728 0.20000 1
0.20146 0.22740 142 142 720 784 0.20000 1
0.20381 0.21893 142 142 771 840 0.20000 0
0.20245 0.22053 142 142 823 898 0.20000 1
0.20355 0.23755 142 142 875 954 0.20000 1
0.20420 0.21837 142 142 927 1010 0.20000 0
0.20332 0.22403 142 142 979 1068 0.20000 1
0.20387 0.24249 142 142 1031 1124 0.20000 1
0.20294 0.22013 142 142 1083 1180 0.20000 0
0.19614 0.22137 142 142 1135 1238 0.20000 0
0.20186 0.21939 142 142 1187 1295 0.20000 1
0.20361 0.22487 142 142 1240 1353 0.20000 0
0.20256 0.22781 142 142 1293 1409 0.20000 1
0.20262 0.21917 142 142 1347 1467 0.20000 0
0.20155 0.21820 142 142 1399 1525 0.20000 1
0.20373 0.23801 142 142 1451 1582 0.20000 1
0.20377 0.22448 142 142 1505 1638 0.20000 0
0.20180 0.22305 142 142 1557 1696 0.20000 0
0.20087 0.22017 142 142 1609 1754 0.20000 0
0.20372 0.21906 142 142 1661 1811 0.20000 1
0.19302 0.19363 142 142 1713 1869 0.20000 0
0.18598 0.22482 142 142 1767 1925 0.20000 0
0.20296 0.22132 142 142 1821 1983 0.20000 1
0.18629 0.21880 142 142 1874 2040 0.20000 1
0.20273 0.21819 142 142 1926 2098 0.20000 0
0.20227 0.20767 142 142 1978 2154 0.20000 0
0.20079 0.22386 142 142 2032 2212 0.20000 0
0.19533 0.22180 142 142 2085 2270 0.20000 1
0.22181 0.20124 142 142 2138 2326 0.20000 0
0.20335 0.21784 142 142 2190 2382 0.20000 0
0.20304 0.21832 142 142 2242 2440 0.20000 1
0.20315 0.22459 142 142 2295 2498 0.20000 0
0.20420 0.22124 142 142 2347 2555 0.20000 1
0.22303 0.20565 142 142 2399 2613 0.20000 0
0.20097 0.21877 142 142 2453 2669 0.20000 0
0.20198 0.21785 142 142 2505 2727 0.20000 1
0.20381 0.25251 142 142 2557 2784 0.20000 0
0.19815 0.22007 142 142 2609 2841 0.20000 1
0.20222 0.21869 142 142 2662 2899 0.20000 0
0.19330 0.21799 142 142 2715 2955 0.20000 0
0.20453 0.21842 142 142 2767 3013 0.20000 1
0.20222 0.21247 142 142 2819 3070 0.20000 0
0.20340 0.22107 142 142 2873 3126 0.20000 1
0.19364 0.21938 142 142 2925 3182 0.20000 0
0.19882 0.22843 142 142 2977 3240 0.20000 0
0.20331 0.21820 142 142 3031 3297 0.20000 1
0.20235 0.21995 142 142 3083 3355 0.20000 0
0.19769 0.25359 142 142 3136 3411 0.20000 0
0.20386 0.21932 142 142 3188 3469 0.20000 0
0.22936 0.22362 142 142 3240 3527 0.20000 0
0.20148 0.25147 142 142 3292 3584 0.20000 1
0.19343 0.22049 142 142 3346 3642 0.20000 0
0.20316 0.23571 142 142 3398 3698 0.20000 0
0.19042 0.21927 142 142 3452 3756 0.20000 0
0.20313 0.22473 142 142 3506 3814 0.20000 1
0.18822 0.21966 142 142 3558 3870 0.20000 1
0.20435 0.22056 142 142 3610 3926 0.20000 0
0.22232 0.21758 142 142 3664 3984 0.20000 1
0.20354 0.21914 142 142 3716 4042 0.20000 0
0.19442 0.22475 142 142 3768 4100 0.20000 1
0.20356 0.21900 142 142 3822 4158 0.20000 1
0.20233 0.21966 142 142 3875 4214 0.20000 0
0.20412 0.21855 142 142 3927 4272 0.20000 1
0.20319 0.21837 142 142 3981 4330 0.20000 0
0.20264 0.22414 142 142 4033 4387 0.20000 1
0.20344 0.20722 142 142 4085 4445 0.20000 0
0.20309 0.22034 142 142 4137 4501 0.20000 0
0.19295 0.21862 142 142 4190 4559 0.20000 1
0.20278 0.19741 142 142 4242 4616 0.20000 0
0.20428 0.22418 142 142 4296 4675 0.20000 1
0.20231 0.20614 142 142 4348 4731 0.20000 0
0.20271 0.24295 142 142 4400 4789 0.20000 0
0.20449 0.21876 142 142 4454 4847 0.20000 1
0.20215 0.21852 142 142 4507 4903 0.20000 0
0.19287 0.26064 142 142 4560 4959 0.20000 0
0.20266 0.21866 142 142 4612 5017 0.20000 0
0.20412 0.22274 142 142 4665 5075 0.20000 0
0.20228 0.21885 142 142 4717 5132 0.20000 1
0.23501 0.22006 142 142 4771 5190 0.20000 0
0.20208 0.24773 142 142 4824 5246 0.20000 1
0.20314 0.21890 142 142 4876 5304 0.20000 0
0.20419 0.21942 142 142 4930 5362 0.20000 1
0.20416 0.25437 142 142 4984 5419 0.20000 1
0.19642 0.21939 142 142 5036 5477 0.20000 0
0.20129 0.22732 142 142 5088 5533 0.20000 0
0.20470 0.21785 142 142 5141 5591 0.20000 0
0.20214 0.21947 142 142 5193 5649 0.20000 1
0.20373 0.22811 142 142 5247 5705 0.20000 1
0.20304 0.21942 142 142 5301 5761 0.20000 0
0.20532 0.22493 142 142 5353 5819 0.20000 0
0.20266 0.24315 142 142 5405 5876 0.20000 1
0.20403 0.21914 142 142 5457 5935 0.20000 1
0.20310 0.19793 142 142 5511 5993 0.20000 0
0.20061 0.21975 142 142 5564 6049 0.20000 0
0.20335 0.22003 142 142 5618 6107 0.20000 1
0.23513 0.23412 142 142 5670 6164 0.20000 1
0.20391 0.21879 142 142 5722 6222 0.20000 0
0.20315 0.20472 142 142 5774 6278 0.20000 0
0.20387 0.21949 142 142 5828 6336 0.20000 0
0.19317 0.22003 142 142 5881 6394 0.20000 1
0.20263 0.19413 142 142 5933 6450 0.20000 0
0.23400 0.21862 142 142 5985 6506 0.20000 0
0.19321 0.22427 142 142 6037 6564 0.20000 1
0.20267 0.21909 142 142 6089 6622 0.20000 0
0.20274 0.22088 142 142 6141 6679 0.20000 1
0.21710 0.20747 142 142 6194 6737 0.20000 0
0.20292 0.21909 142 142 6246 6793 0.20000 0
0.20478 0.22471 142 142 6298 6851 0.20000 1
0.20362 0.21121 142 142 6350 6908 0.20000 0
0.20310 0.21965 142 142 6404 6966 0.20000 1
0.20493 0.21976 142 142 6458 7022 0.20000 0
0.19312 0.25044 142 142 6510 7080 0.20000 0
0.20361 0.22442 142 142 6562 7138 0.20000 1
0.20265 0.20241 142 142 6616 7194 0.20000 0
0.20434 0.21971 142 142 6668 7250 0.20000 0
0.23359 0.22115 142 142 6722 7308 0.20000 0
0.20113 0.23980 142 142 6776 7366 0.20000 0
0.19314 0.22335 142 142 6829 7423 0.20000 1
0.20377 0.21336 142 142 6881 7481 0.20000 0
0.18635 0.24174 142 142 6935 7537 0.20000 1
0.20474 0.22139 142 142 6988 7593 0.20000 0
0.21484 0.22028 142 142 7040 7651 0.20000 0
0.20209 0.22963 142 142 7094 7708 0.20000 1
0.20366 0.21758 142 142 7148 7766 0.20000 0
0.20424 0.21986 142 142 7200 7822 0.20000 0
0.19343 0.22098 142 142 7254 7880 0.20000 0
0.20225 0.21912 142 142 7307 7938 0.20000 1
0.20280 0.24405 142 142 7359 7994 0.20000 1
0.20379 0.21830 142 142 7413 8050 0.20000 0
0.20485 0.22052 142 142 7467 8108 0.20000 0
0.20369 0.22119 142 142 7521 8166 0.20000 0
0.20456 0.21977 142 142 7575 8224 0.20000 1
0.20346 0.22512 142 142 7627 8280 0.20000 0
0.20330 0.21836 142 142 7679 8336 0.20000 0
0.20356 0.21930 142 142 7733 8394 0.20000 1
0.18837 0.22315 142 142 7786 8451 0.20000 1
0.20354 0.21966 142 142 7838 8510 0.20000 1
0.20292 0.20581 142 142 7890 8568 0.20000 0
0.20269 0.21867 142 142 7944 8624 0.20000 0
0.20428 0.21938 142 142 7996 8682 0.20000 1
0.20337 0.20203 142 142 8050 8739 0.20000 0
0.20537 0.21973 142 142 8103 8798 0.20000 1
0.20260 0.21530 142 142 8155 8856 0.20000 0
0.20101 0.21798 142 142 8207 8914 0.20000 0
0.23049 0.21878 142 142 8260 8972 0.20000 1
0.20406 0.19925 142 142 8312 9029 0.20000 0
0.23177 0.21967 142 142 8366 9087 0.20000 1
0.20369 0.21967 142 142 8420 9143 0.20000 0
0.20488 0.24784 142 142 8472 9201 0.20000 0
0.19326 0.21946 142 142 8524 9258 0.20000 1
0.21739 0.21194 142 142 8576 9316 0.20000 0
0.20157 0.23542 142 142 8628 9372 0.20000 0
0.19385 0.22481 142 142 8682 9430 0.20000 0
0.20316 0.21927 142 142 8735 9488 0.20000 0
0.22234 0.21857 142 142 8787 9545 0.20000 1
0.20233 0.21809 142 142 8839 9603 0.20000 0
0.20261 0.23498 142 142 8892 9659 0.20000 1
0.19832 0.22414 142 142 8944 9717 0.20000 0
0.20422 0.21691 142 142 8998 9775 0.20000 1
0.20374 0.22588 142 142 9050 9832 0.20000 1
0.22292 0.21910 142 142 9104 9890 0.20000 0
0.20406 0.21840 142 142 9156 9946 0.20000 1
0.20361 0.22384 142 142 9208 10004 0.20000 0
0.20363 0.22062 142 142 9260 10062 0.20000 1
0.20228 0.22412 142 142 9314 10120 0.20000 1
0.20404 0.21883 142 142 9367 10178 0.20000 0
0.22663 0.20393 142 142 9419 10234 0.20000 0
0.20407 0.22410 142 142 9473 10292 0.20000 0
0.20340 0.22141 142 142 9527 10350 0.20000 1
0.19564 0.19962 142 142 0 0 0.30000 0
0.29098 0.31234 200 200 69 72 0.30000 0
0.30248 0.32491 200 200 146 155 0.30000 0
0.30442 0.29346 200 200 226 241 0.30000 0
0.30766 0.32745 200 200 306 328 0.30000 0
0.35925 0.32730 200 200 386 414 0.30000 1
0.28730 0.33004 200 200 464 499 0.30000 1
0.30316 0.33206 200 200 542 584 0.30000 1
0.30609 0.33623 200 200 620 669 0.30000 0
0.29547 0.32899 200 200 699 754 0.30000 0
0.30521 0.32745 200 200 777 841 0.30000 0
0.30330 0.32902 200 200 855 926 0.30000 0
0.30830 0.33262 200 200 936 1011 0.30000 0
0.30621 0.33071 200 200 1016 1097 0.30000 0
0.30559 0.32314 200 200 1095 1184 0.30000 1
0.30508 0.33510 200 200 1175 1269 0.30000 1
0.31295 0.32880 200 200 1255 1356 0.30000 0
0.30624 0.33206 200 200 1332 1441 0.30000 0
0.30298 0.32980 200 200 1412 1526 0.30000 0
0.32995 0.32773 200 200 1491 1612 0.30000 0
0.33368 0.33622 200 200 1569 1699 0.30000 1
0.25734 0.32918 200 200 1648 1784 0.30000 1
0.30544 0.32799 200 200 1726 1871 0.30000 1
0.33885 0.32918 200 200 1804 1958 0.30000 1
0.26204 0.33229 200 200 1884 2043 0.30000 1
0.30476 0.33620 200 200 1962 2128 0.30000 0
0.32143 0.32806 200 200 2043 2213 0.30000 1
0.27970 0.32719 200 200 2121 2299 0.30000 0
0.30418 0.32913 200 200 2200 2386 0.30000 1
0.30292 0.33213 200 200 2278 2471 0.30000 1
0.29010 0.33034 200 200 2359 2558 0.30000 1
0.30526 0.32799 200 200 2439 2645 0.30000 1
0.30497 0.33660 200 200 2517 2730 0.30000 1
0.30350 0.32853 200 200 2597 2815 0.30000 1
0.30452 0.32654 200 200 2675 2901 0.30000 1
0.30767 0.27529 200 200 2754 2988 0.30000 0
0.33224 0.27046 200 200 2834 3073 0.30000 0
0.26928 0.28733 200 200 2913 3160 0.30000 0
0.30487 0.27928 200 200 2991 3247 0.30000 0
0.27874 0.32740 200 200 3072 3334 0.30000 1
0.30635 0.32960 200 200 3150 3419 0.30000 0
0.31221 0.33226 200 200 3229 3504 0.30000 1
0.32418 0.29694 200 200 3309 3591 0.30000 0
0.30708 0.28633 200 200 3388 3676 0.30000 0
0.34202 0.28852 200 200 3466 3761 0.30000 0
0.30445 0.28976 200 200 3546 3846 0.30000 0
0.30698 0.33180 200 200 3624 3931 0.30000 1
0.30752 0.30101 200 200 3703 4018 0.30000 0
0.30621 0.27594 200 200 3781 4105 0.30000 0
0.28455 0.33536 200 200 3861 4190 0.30000 1
0.30793 0.32946 200 200 3939 4275 0.30000 1
0.30478 0.30067 200 200 4016 4363 0.30000 0
0.27736 0.30832 200 200 4097 4448 0.30000 0
0.30743 0.29510 200 200 4175 4533 0.30000 0
0.37089 0.29001 200 200 4253 4618 0.30000 0
0.30421 0.29843 200 200 4333 4703 0.30000 0
0.30568 0.28101 200 200 4411 4790 0.30000 0
0.30773 0.27846 200 200 4492 4877 0.30000 0
0.30496 0.27098 200 200 4572 4962 0.30000 0
0.30935 0.35979 200 200 4652 5050 0.30000 0
0.27042 0.38043 200 200 4731 5135 0.30000 0
0.30563 0.30033 200 200 4809 5220 0.30000 0
0.30146 0.28970 200 200 4888 5305 0.30000 0
0.30662 0.30089 200 200 4968 5392 0.30000 0
0.30636 0.29524 200 200 5048 5479 0.30000 0
0.30511 0.33400 200 200 5128 5564 0.30000 0
0.30508 0.35914 200 200 5207 5651 0.30000 0
0.30781 0.35971 200 200 5285 5736 0.30000 0
0.26818 0.38007 200 200 5364 5821 0.30000 0
0.30673 0.35788 200 200 5442 5906 0.30000 0
0.27896 0.38061 200 200 5523 5991 0.30000 0
0.30700 0.35798 200 200 5601 6078 0.30000 0
0.31871 0.30151 200 200 5682 6165 0.30000 0
0.27817 0.31308 200 200 5760 6250 0.30000 0
0.30635 0.29154 200 200 5841 6335 0.30000 0
0.33607 0.33605 200 200 5921 6420 0.30000 0
0.30625 0.35705 200 200 6002 6507 0.30000 0
0.30539 0.35958 200 200 6080 6592 0.30000 0
0.26674 0.38071 200 200 6159 6677 0.30000 0
0.30497 0.35990 200 200 6237 6764 0.30000 0
0.33476 0.33481 200 200 6316 6851 0.30000 0
0.30406 0.35927 200 200 6394 6938 0.30000 0
0.30398 0.30142 200 200 6472 7023 0.30000 0
0.27088 0.37984 200 200 6552 7108 0.30000 0
0.30443 0.35935 200 200 6633 7193 0.30000 0
0.30431 0.35963 200 200 6711 7280 0.30000 0
0.29803 0.36541 200 200 6790 7365 0.30000 0
0.30551 0.38202 200 200 6870 7450 0.30000 0
0.28984 0.38198 200 200 6949 7535 0.30000 0
0.30415 0.35840 200 200 7027 7622 0.30000 0
0.30449 0.33525 200 200 7106 7709 0.30000 0
0.25463 0.38162 200 200 7184 7794 0.30000 0
0.30364 0.37078 200 200 7263 7879 0.30000 0
0.36097 0.36097 200 200 7344 7966 0.30000 0
0.30627 0.35767 200 200 7424 8051 0.30000 0
0.30709 0.36371 200 200 7504 8136 0.30000 0
0.26259 0.37113 200 200 7584 8221 0.30000 0
0.30569 0.38191 200 200 7662 8308 0.30000 0
0.31378 0.35684 200 200 7742 8395 0.30000 0
0.27409 0.33489 200 200 7821 8481 0.30000 0
0.30588 0.34680 200 200 7899 8568 0.30000 0
0.28092 0.34251 200 200 7978 8653 0.30000 0
0.30547 0.36723 200 200 8056 8738 0.30000 0
0.30424 0.34717 200 200 8136 8823 0.30000 0
0.31638 0.35662 200 200 8215 8908 0.30000 0
0.30487 0.37419 200 200 8293 8995 0.30000 0
0.30469 0.32728 200 200 8372 9082 0.30000 0
0.31418 0.33240 200 200 8450 9168 0.30000 0
0.28544 0.32971 200 200 8530 9255 0.30000 0
0.30503 0.33303 200 200 8608 9342 0.30000 0
0.32818 0.33651 200 200 8687 9427 0.30000 0
0.28747 0.34335 200 200 8767 9512 0.30000 0
0.30448 0.33002 200 200 8845 9597 0.30000 0
0.30642 0.34921 200 200 8925 9682 0.30000 0
0.32974 0.32747 200 200 9005 9769 0.30000 0
0.29027 0.33558 200 200 9082 9855 0.30000 0
0.30562 0.32913 200 200 9160 9941 0.30000 0
0.30691 0.32568 200 200 9240 10027 0.30000 0
0.31791 0.32637 200 200 9319 10113 0.30000 0
0.28718 0.27732 200 200 9398 10199 0.30000 0
0.30619 0.32625 200 200 9476 10285 0.30000 0
0.30267 0.32486 200 200 9556 10371 0.30000 0
0.30533 0.35672 200 200 9636 10455 0.30000 0
0.29472 0.32866 200 200 9717 10541 0.30000 0
0.30712 0.32582 200 200 9795 10625 0.30000 0
0.30279 0.28695 200 200 9875 10711 0.30000 0
0.30467 0.32638 200 200 9956 10796 0.30000 1
0.30653 0.33483 200 200 10034 10883 0.30000 0
0.29832 0.32723 200 200 10114 10967 0.30000 1
0.30436 0.32915 200 200 10192 11053 0.30000 0
0.25220 0.37819 200 200 10271 11137 0.30000 0
0.30679 0.32995 200 200 10349 11223 0.30000 1
0.30374 0.32874 200 200 10427 11307 0.30000 0
0.31031 0.33917 200 200 10507 11393 0.30000 0
0.30343 0.33476 200 200 10585 11478 0.30000 0
0.36000 0.34656 200 200 10664 11563 0.30000 0
0.30633 0.33445 200 200 10742 11647 0.30000 0
0.30371 0.36373 200 200 10822 11733 0.30000 0
0.30576 0.29055 200 200 10902 11820 0.30000 0
0.30695 0.32669 200 200 10980 11906 0.30000 0
0.30464 0.35439 200 200 11060 11990 0.30000 0
