go
GO!
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
parar en radianes: 
2.99
parar en 0.39663145
0.29444
2.20833
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
0.21000 0.30917 0.11083 0.32242 0.10373 201 71 722 290
0.21000 0.30917 0.11083 0.29783 0.12553 202 69 732 294
0.21000 0.30917 0.11083 0.32170 0.10364 201 71 740 297
0.21000 0.30917 0.11083 0.29865 0.12509 202 69 748 300
0.21000 0.30917 0.11083 0.27589 0.10273 202 71 758 303
0.21000 0.30917 0.11083 0.29760 0.10264 202 72 765 306
0.21000 0.30917 0.11083 0.27547 0.12452 202 71 775 310
0.21000 0.30917 0.11083 0.29893 0.10291 202 72 783 313
0.21000 0.30917 0.11083 0.27654 0.12523 202 71 793 317
0.21000 0.30917 0.11083 0.29937 0.10358 200 72 801 320
0.21000 0.30917 0.11083 0.29905 0.12581 201 70 810 323
0.21000 0.30917 0.11083 0.29838 0.10358 202 72 819 326
0.21000 0.30917 0.11083 0.29706 0.10346 202 73 827 330
0.21000 0.30917 0.11083 0.29784 0.12708 202 72 836 333
0.21000 0.30917 0.11083 0.29915 0.12724 202 70 845 336
0.21000 0.30917 0.11083 0.29868 0.10516 202 71 854 340
0.21000 0.30917 0.11083 0.27580 0.12690 202 69 862 343
0.21000 0.30917 0.11083 0.32232 0.10449 200 70 871 347
0.21000 0.30917 0.11083 0.29855 0.12622 202 69 881 350
0.21000 0.30917 0.11083 0.32198 0.10456 200 70 889 353
0.21000 0.30917 0.11083 0.29790 0.10416 202 68 898 357
0.21000 0.30917 0.11083 0.27534 0.10496 202 69 906 360
0.21000 0.30917 0.11083 0.29753 0.10429 202 68 916 363
0.21000 0.30917 0.11083 0.32092 0.10419 200 69 925 367
0.21000 0.30917 0.11083 0.29757 0.10324 201 70 934 370
0.21000 0.30917 0.11083 0.29794 0.10345 202 69 942 373
0.21000 0.30917 0.11083 0.29775 0.10282 202 70 951 376
0.21000 0.30917 0.11083 0.29757 0.10282 202 69 959 380
0.21000 0.30917 0.11083 0.29809 0.10339 202 70 968 383
0.21000 0.30917 0.11083 0.29892 0.10347 202 69 977 387
0.21000 0.30917 0.11083 0.29938 0.10423 202 70 986 390
0.21000 0.30917 0.11083 0.32260 0.10407 200 69 996 393
0.21000 0.30917 0.11083 0.29904 0.10463 202 69 1003 397
0.21000 0.30917 0.11083 0.27587 0.10425 202 70 1012 400
0.21000 0.30917 0.11083 0.29868 0.10365 200 69 1022 403
0.21000 0.30917 0.11083 0.29965 0.10314 201 70 1031 407
0.21000 0.30917 0.11083 0.29951 0.12609 202 69 1040 410
0.20400 0.30033 0.10767 0.29819 0.10312 201 69 1048 413
0.19200 0.28267 0.10133 0.29845 0.12638 199 65 1057 417
0.18600 0.27383 0.09817 0.29755 0.10338 195 64 1066 420
0.18000 0.25617 0.09183 0.29797 0.12642 186 58 1075 424
0.16800 0.24733 0.08867 0.29702 0.10271 179 56 1083 427
1085 427 Fin!A> go
GO!
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
parar en radianes: 
2.99
parar en 0.39663145
0.29444
2.20833
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
0.00000 0.22967 0.08233 0.00000 0.00000 1 0 46 16
0.00600 0.00883 0.00633 0.00000 0.00000 3 1 46 16
0.01200 0.02650 0.00950 0.00000 0.00000 6 2 46 16
0.02400 0.03533 0.01267 0.00000 0.00000 10 5 46 16
0.03000 0.04417 0.01583 0.00000 0.00000 22 8 46 16
0.03600 0.05300 0.01900 0.00000 0.00000 29 10 46 16
0.04200 0.06183 0.02217 0.00000 0.00000 38 13 46 16
0.04800 0.07950 0.02850 0.00000 0.00000 48 17 46 16
0.06000 0.08833 0.03167 0.00000 0.00000 58 25 47 16
0.06600 0.09717 0.03483 0.00040 0.00000 83 29 47 16
0.07200 0.10600 0.03800 0.03648 0.00000 92 34 48 16
0.07800 0.11483 0.04433 0.04443 0.00000 102 40 50 17
0.09000 0.13250 0.04750 0.04847 0.01572 123 48 51 17
0.09600 0.14133 0.05067 0.05374 0.03176 135 51 53 18
0.10200 0.15017 0.05700 0.08172 0.03176 144 54 55 19
0.11400 0.16783 0.06017 0.08959 0.03692 163 60 58 20
0.12000 0.17667 0.06333 0.10024 0.03766 174 63 61 21
0.12600 0.19433 0.06967 0.10322 0.04100 185 67 65 22
0.13800 0.20317 0.07283 0.13173 0.04767 202 74 69 23
0.14400 0.21200 0.07600 0.14364 0.05048 202 77 73 25
0.15000 0.22967 0.08233 0.17323 0.05286 202 82 79 27
0.16200 0.23850 0.08550 0.15681 0.05747 202 85 84 29
0.16800 0.24733 0.09183 0.19100 0.05766 202 90 89 31
0.18000 0.26500 0.09500 0.19421 0.08421 202 92 95 33
0.18600 0.27383 0.09817 0.22423 0.06054 202 97 101 36
0.19200 0.29150 0.10450 0.20672 0.09115 202 101 109 39
0.20400 0.30033 0.10767 0.23496 0.09743 202 102 115 42
0.20400 0.30033 0.10767 0.23940 0.09992 202 103 123 45
0.20400 0.30033 0.10767 0.24165 0.10290 202 102 130 48
0.20400 0.30033 0.10767 0.24363 0.10471 202 102 137 52
0.20400 0.30033 0.10767 0.24711 0.12849 202 100 145 55
0.20400 0.30033 0.10767 0.27252 0.13272 202 96 152 59
0.20400 0.30033 0.10767 0.25031 0.10836 202 93 160 63
0.20400 0.30033 0.10767 0.27688 0.13675 202 90 168 66
0.20400 0.30033 0.10767 0.28082 0.11107 202 89 175 71
0.20400 0.30033 0.10767 0.28390 0.13932 202 82 184 74
0.20400 0.30033 0.10767 0.26255 0.13971 202 78 191 78
0.20400 0.30033 0.10767 0.24181 0.11287 202 73 200 82
0.20400 0.30033 0.10767 0.29084 0.13895 202 70 208 86
0.20400 0.30033 0.10767 0.29211 0.13710 202 66 217 90
0.20400 0.30033 0.10767 0.29119 0.13583 202 62 225 93
0.20400 0.30033 0.10767 0.29149 0.10910 202 62 233 97
0.20400 0.30033 0.10767 0.29136 0.13355 202 56 242 101
0.20400 0.30033 0.10767 0.29264 0.10684 202 56 251 104
0.20400 0.30033 0.10767 0.29291 0.10564 202 54 259 107
0.20400 0.30033 0.10767 0.29407 0.10336 202 54 267 111
0.20400 0.30033 0.10767 0.29379 0.10259 202 55 276 114
0.20400 0.30033 0.10767 0.29476 0.10042 202 54 285 117
0.20400 0.30033 0.10767 0.31941 0.09952 199 55 294 120
0.20400 0.30033 0.10767 0.29665 0.09907 200 57 304 123
0.20400 0.30033 0.10767 0.29501 0.09791 201 58 312 126
0.20400 0.30033 0.10767 0.31836 0.09828 199 61 322 129
0.20400 0.30033 0.10767 0.29494 0.09703 200 62 330 132
0.20400 0.30033 0.10767 0.29560 0.09724 201 63 338 135
0.20400 0.30033 0.10767 0.29588 0.09766 202 66 347 137
0.20400 0.30033 0.10767 0.29643 0.09801 202 67 356 140
0.20400 0.30033 0.10767 0.29632 0.09906 199 66 365 144
0.20400 0.30033 0.10767 0.29598 0.09950 200 67 374 147
0.20400 0.30033 0.10767 0.29494 0.10029 201 69 383 150
0.20400 0.30033 0.10767 0.32004 0.10004 199 70 392 153
0.20400 0.30033 0.10767 0.29698 0.10061 199 69 402 156
0.20400 0.30033 0.10767 0.29737 0.10132 200 70 409 159
0.20400 0.30033 0.10767 0.27303 0.10127 202 71 417 162
0.20400 0.30033 0.10767 0.29534 0.10183 202 72 427 166
0.20400 0.30033 0.10767 0.29487 0.12395 202 70 434 169
0.20400 0.30033 0.10767 0.27391 0.10302 202 71 444 172
0.20400 0.30033 0.10767 0.29769 0.12550 202 69 452 175
0.20400 0.30033 0.10767 0.27555 0.10344 202 70 462 179
0.20400 0.30033 0.10767 0.29745 0.10292 202 71 470 182
0.20400 0.30033 0.10767 0.31950 0.12517 199 69 478 185
0.20400 0.30033 0.10767 0.29565 0.10280 200 70 488 188
0.20400 0.30033 0.10767 0.29690 0.12556 201 68 496 192
0.20400 0.30033 0.10767 0.32090 0.10308 199 69 506 195
0.20400 0.30033 0.10767 0.29776 0.10339 199 69 514 198
0.20400 0.30033 0.10767 0.27497 0.12500 202 68 524 202
0.20400 0.30033 0.10767 0.29693 0.10325 202 68 532 205
0.20400 0.30033 0.10767 0.32089 0.10271 199 69 541 208
0.20400 0.30033 0.10767 0.29763 0.10316 200 67 550 211
0.20400 0.30033 0.10767 0.32054 0.10258 197 68 559 214
0.20400 0.30033 0.10767 0.29606 0.12425 198 67 569 218
0.20400 0.30033 0.10767 0.29570 0.10251 199 67 577 221
0.20400 0.30033 0.10767 0.31882 0.10232 197 66 587 224
0.20400 0.30033 0.10767 0.29595 0.10271 198 66 595 227
0.20400 0.30033 0.10767 0.29647 0.10244 198 67 603 231
0.20400 0.30033 0.10767 0.27474 0.12520 202 65 612 234
0.20400 0.30033 0.10767 0.29674 0.10258 202 66 621 237
0.20400 0.30033 0.10767 0.32013 0.10275 199 65 631 241
0.20400 0.30033 0.10767 0.29820 0.10310 200 65 639 244
0.20400 0.30033 0.10767 0.32243 0.10323 197 66 649 247
0.20400 0.30033 0.10767 0.29743 0.12564 198 64 658 250
0.20400 0.30033 0.10767 0.31991 0.10318 195 65 667 254
0.20400 0.30033 0.10767 0.29640 0.12466 196 63 676 257
0.20400 0.30033 0.10767 0.29561 0.10231 197 64 683 260
0.20400 0.30033 0.10767 0.27329 0.10241 201 65 693 263
0.20400 0.30033 0.10767 0.29589 0.12351 201 63 701 266
0.20400 0.30033 0.10767 0.29633 0.10207 202 64 710 270
0.20400 0.30033 0.10767 0.29671 0.10147 202 65 718 273
0.20400 0.30033 0.10767 0.29689 0.10198 202 64 728 276
0.20400 0.30033 0.10767 0.32056 0.10099 199 65 737 279
0.20400 0.30033 0.10767 0.29794 0.10157 200 66 745 282
0.20400 0.30033 0.10767 0.32037 0.10119 198 67 755 286
0.20400 0.30033 0.10767 0.29628 0.12360 198 65 763 289
0.20400 0.30033 0.10767 0.29507 0.10167 202 67 772 292
0.20400 0.30033 0.10767 0.29639 0.10134 202 67 780 295
0.20400 0.30033 0.10767 0.29618 0.12296 202 66 789 298
0.20400 0.30033 0.10767 0.29699 0.10100 202 67 798 301
0.20400 0.30033 0.10767 0.29753 0.10148 202 68 806 305
0.20400 0.30033 0.10767 0.29753 0.12317 202 67 815 308
0.20400 0.30033 0.10767 0.29737 0.10209 202 68 823 311
0.20400 0.30033 0.10767 0.29754 0.10186 202 69 832 314
0.20400 0.30033 0.10767 0.29740 0.10210 202 70 841 317
0.20400 0.30033 0.10767 0.29749 0.12301 202 69 850 321
0.20400 0.30033 0.10767 0.27505 0.10257 202 69 858 324
0.20400 0.30033 0.10767 0.29641 0.10239 202 70 867 327
0.20400 0.30033 0.10767 0.32013 0.10341 199 68 876 330
0.20400 0.30033 0.10767 0.29767 0.10308 200 69 885 333
0.20400 0.30033 0.10767 0.32163 0.12523 198 67 894 337
0.20400 0.30033 0.10767 0.29758 0.10318 198 68 903 340
0.20400 0.30033 0.10767 0.32075 0.10304 196 66 913 344
0.20400 0.30033 0.10767 0.29663 0.10332 196 67 921 347
0.20400 0.30033 0.10767 0.29669 0.10314 197 67 930 350
0.20400 0.30033 0.10767 0.27427 0.10306 200 65 938 353
0.20400 0.30033 0.10767 0.29698 0.10264 201 66 947 356
0.20400 0.30033 0.10767 0.32035 0.10245 199 65 957 360
0.20400 0.30033 0.10767 0.29718 0.10201 199 65 965 363
0.20400 0.30033 0.10767 0.32057 0.10198 197 67 975 366
0.20400 0.30033 0.10767 0.29783 0.12400 197 65 983 369
0.20400 0.30033 0.10767 0.32194 0.10250 195 66 993 373
0.20400 0.30033 0.10767 0.29796 0.10271 195 66 1002 376
0.20400 0.30033 0.10767 0.29617 0.12478 196 64 1009 379
0.20400 0.30033 0.10767 0.27360 0.10258 200 66 1019 383
0.20400 0.30033 0.10767 0.29641 0.12449 200 64 1028 386
0.20400 0.30033 0.10767 0.31936 0.10274 197 64 1038 389
0.19800 0.29150 0.10133 0.29549 0.10205 196 64 1046 392
0.18600 0.27383 0.09817 0.29552 0.12402 189 60 1055 396
0.18000 0.26500 0.09500 0.27305 0.10077 187 59 1063 399
0.17400 0.24733 0.08867 0.29493 0.10069 175 56 1073 402
0.16200 0.23850 0.08550 0.29434 0.09899 167 54 1082 405
1083 405 Fin!A> go
GO!
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
parar en radianes: 
2.99
parar en 0.39663145
0.29444
2.20833
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
0.00000 0.22083 0.07917 0.00000 0.00000 1 0 45 15
0.00600 0.00883 0.00317 0.00000 0.00000 3 1 45 15
0.01200 0.01767 0.00950 0.00000 0.00000 6 2 45 15
0.01800 0.03533 0.01267 0.00000 0.00000 10 3 45 15
0.03000 0.04417 0.01583 0.00000 0.00000 22 8 45 15
0.03600 0.05300 0.01900 0.00000 0.00000 29 10 45 15
0.04200 0.06183 0.02217 0.00000 0.00000 38 13 45 15
0.04800 0.07067 0.02850 0.00000 0.00000 48 17 45 15
0.05400 0.08833 0.03167 0.00000 0.00000 58 21 46 15
0.06600 0.09717 0.03483 0.00311 0.00000 82 29 47 15
0.07200 0.10600 0.03800 0.00311 0.00000 92 34 48 15
0.07800 0.11483 0.04433 0.04340 0.00000 102 40 49 15
0.08400 0.13250 0.04750 0.04753 0.00000 112 51 50 16
0.09600 0.14133 0.05067 0.05012 0.00273 135 58 52 17
0.10200 0.15017 0.05383 0.07616 0.03547 145 60 54 17
0.10800 0.16783 0.06017 0.05772 0.03547 169 66 57 18
0.12000 0.17667 0.06333 0.08834 0.04155 180 69 60 19
0.12600 0.18550 0.06967 0.12642 0.04188 188 73 63 21
0.13800 0.20317 0.07283 0.10947 0.04583 202 79 68 22
0.14400 0.21200 0.07600 0.17201 0.05138 202 83 72 24
0.15000 0.22967 0.08233 0.15475 0.05311 202 90 77 26
0.16200 0.23850 0.08550 0.18352 0.07927 202 91 82 28
0.16800 0.24733 0.08867 0.19312 0.05858 202 95 88 30
0.17400 0.26500 0.09500 0.22061 0.08632 202 97 95 33
0.18600 0.27383 0.09817 0.20126 0.09384 202 98 100 35
0.19200 0.28267 0.10450 0.22979 0.09678 202 99 107 38
0.20400 0.30033 0.10767 0.23308 0.10046 202 101 114 41
0.20400 0.30033 0.10767 0.23702 0.10209 202 102 120 44
0.20400 0.30033 0.10767 0.23969 0.12408 202 100 128 48
0.20400 0.30033 0.10767 0.24392 0.10480 202 101 135 51
0.20400 0.30033 0.10767 0.27024 0.12938 202 98 144 55
0.20400 0.30033 0.10767 0.25007 0.13531 202 95 151 59
0.20400 0.30033 0.10767 0.27768 0.13737 202 91 158 63
0.20400 0.30033 0.10767 0.27998 0.14024 202 87 167 67
0.20400 0.30033 0.10767 0.28269 0.14022 202 83 175 70
0.20400 0.30033 0.10767 0.28362 0.14105 202 75 182 75
0.20400 0.30033 0.10767 0.23824 0.11258 202 74 190 78
0.20400 0.30033 0.10767 0.28700 0.13939 202 70 198 82
0.20400 0.30033 0.10767 0.28786 0.13674 202 63 207 86
0.20400 0.30033 0.10767 0.28960 0.10928 202 63 215 89
0.20400 0.30033 0.10767 0.29011 0.13317 202 60 224 93
0.20400 0.30033 0.10767 0.29180 0.12941 202 57 232 96
0.20400 0.30033 0.10767 0.29191 0.10471 202 57 241 100
0.20400 0.30033 0.10767 0.29265 0.12541 202 56 249 103
0.20400 0.30033 0.10767 0.29464 0.10269 202 56 257 106
0.20400 0.30033 0.10767 0.29452 0.10242 202 58 267 109
0.20400 0.30033 0.10767 0.31958 0.12341 199 56 276 112
0.20400 0.30033 0.10767 0.29672 0.10207 200 57 285 116
0.20400 0.30033 0.10767 0.29566 0.10036 201 58 293 119
0.20400 0.30033 0.10767 0.27365 0.10023 202 60 303 122
0.20400 0.30033 0.10767 0.29660 0.09938 202 61 311 125
0.20400 0.30033 0.10767 0.32087 0.12058 199 60 320 128
0.20400 0.30033 0.10767 0.29670 0.09878 200 62 329 131
0.20400 0.30033 0.10767 0.29529 0.09890 201 63 338 134
0.20400 0.30033 0.10767 0.31897 0.09912 199 65 347 137
0.20400 0.30033 0.10767 0.29686 0.09878 199 66 356 140
0.20400 0.30033 0.10767 0.29758 0.09977 202 68 365 143
0.20400 0.30033 0.10767 0.27500 0.12057 202 66 373 146
0.20400 0.30033 0.10767 0.29779 0.10112 202 67 381 150
0.20400 0.30033 0.10767 0.27492 0.10062 202 69 390 152
0.20400 0.30033 0.10767 0.29681 0.10066 202 70 398 155
0.20400 0.30033 0.10767 0.27403 0.12277 202 69 408 159
0.20400 0.30033 0.10767 0.29807 0.10175 202 69 415 162
0.20400 0.30033 0.10767 0.27617 0.10229 202 68 425 165
0.20400 0.30033 0.10767 0.29762 0.10265 202 69 433 168
0.20400 0.30033 0.10767 0.27512 0.10295 202 70 443 172
0.20400 0.30033 0.10767 0.29759 0.12519 202 68 450 175
0.20400 0.30033 0.10767 0.27638 0.10347 202 68 459 178
0.20400 0.30033 0.10767 0.29847 0.12558 199 66 469 182
0.20400 0.30033 0.10767 0.29900 0.10365 199 67 477 185
0.20400 0.30033 0.10767 0.29836 0.10322 202 68 486 188
0.20400 0.30033 0.10767 0.29762 0.12589 202 66 495 191
0.20400 0.30033 0.10767 0.29745 0.10320 202 67 503 195
0.20400 0.30033 0.10767 0.27571 0.12558 202 65 512 198
0.20400 0.30033 0.10767 0.29895 0.10285 202 65 520 202
0.20400 0.30033 0.10767 0.27658 0.10299 202 66 529 205
0.20400 0.30033 0.10767 0.32141 0.12439 199 64 538 208
0.20400 0.30033 0.10767 0.29840 0.10239 199 66 548 211
0.20400 0.30033 0.10767 0.32292 0.10246 197 66 557 214
0.20400 0.30033 0.10767 0.29901 0.12464 197 65 565 218
0.20400 0.30033 0.10767 0.27641 0.10340 200 65 574 221
0.20400 0.30033 0.10767 0.29868 0.12577 200 63 584 225
0.20400 0.30033 0.10767 0.32242 0.10304 198 64 592 228
0.20400 0.30033 0.10767 0.29928 0.10267 198 65 600 231
0.20400 0.30033 0.10767 0.27691 0.12549 201 63 610 234
0.20400 0.30033 0.10767 0.32245 0.10227 198 64 619 237
0.20400 0.30033 0.10767 0.29821 0.12447 199 62 629 241
0.20400 0.30033 0.10767 0.32169 0.10153 196 63 637 244
0.20400 0.30033 0.10767 0.29816 0.10154 196 65 646 247
0.20400 0.30033 0.10767 0.29824 0.12308 199 63 654 250
0.20400 0.30033 0.10767 0.29803 0.10130 200 64 663 254
0.20400 0.30033 0.10767 0.29788 0.10108 202 65 672 256
0.20400 0.30033 0.10767 0.29752 0.10102 202 66 680 259
0.20400 0.30033 0.10767 0.29726 0.12294 202 65 689 263
0.20400 0.30033 0.10767 0.29801 0.10121 202 66 698 266
0.20400 0.30033 0.10767 0.29845 0.10194 202 64 707 269
0.20400 0.30033 0.10767 0.27611 0.10078 202 65 715 272
0.20400 0.30033 0.10767 0.29865 0.10134 202 66 723 276
0.20400 0.30033 0.10767 0.27541 0.10095 202 68 733 279
0.20400 0.30033 0.10767 0.32190 0.12332 199 66 741 282
0.20400 0.30033 0.10767 0.29837 0.10164 199 67 751 285
0.20400 0.30033 0.10767 0.32242 0.10167 197 68 760 288
0.20400 0.30033 0.10767 0.29782 0.10198 197 67 769 291
0.20400 0.30033 0.10767 0.32050 0.10176 195 68 778 294
0.20400 0.30033 0.10767 0.29679 0.10232 195 68 788 298
0.20400 0.30033 0.10767 0.29703 0.12439 193 67 796 301
0.20400 0.30033 0.10767 0.29712 0.10308 194 67 805 304
0.20400 0.30033 0.10767 0.29689 0.10291 195 68 813 308
0.20400 0.30033 0.10767 0.27397 0.12603 198 66 822 311
0.20400 0.30033 0.10767 0.29575 0.10332 199 67 831 314
0.20400 0.30033 0.10767 0.29577 0.12574 199 65 839 317
0.20400 0.30033 0.10767 0.27415 0.10285 202 66 849 321
0.20400 0.30033 0.10767 0.29709 0.10304 202 67 856 324
0.20400 0.30033 0.10767 0.27444 0.12469 202 65 865 327
0.20400 0.30033 0.10767 0.29659 0.10313 202 66 874 331
0.20400 0.30033 0.10767 0.29621 0.12459 202 64 882 334
0.20400 0.30033 0.10767 0.27472 0.10253 202 65 892 337
0.20400 0.30033 0.10767 0.29810 0.10270 202 66 899 340
0.20400 0.30033 0.10767 0.27627 0.12463 202 64 909 344
0.20400 0.30033 0.10767 0.29834 0.10280 199 65 918 347
0.20400 0.30033 0.10767 0.29887 0.10239 199 65 926 350
0.20400 0.30033 0.10767 0.29866 0.10251 202 64 935 353
0.20400 0.30033 0.10767 0.29878 0.10217 202 65 944 356
0.20400 0.30033 0.10767 0.32345 0.12488 199 63 954 360
0.20400 0.30033 0.10767 0.29942 0.10214 199 64 961 363
0.20400 0.30033 0.10767 0.27557 0.10233 202 62 971 366
0.20400 0.30033 0.10767 0.29798 0.10168 202 63 979 369
0.20400 0.30033 0.10767 0.27615 0.10153 202 65 989 373
0.20400 0.30033 0.10767 0.29915 0.10083 199 65 997 376
0.20400 0.30033 0.10767 0.29873 0.12165 199 64 1006 379
0.20400 0.30033 0.10767 0.29824 0.10106 197 65 1016 382
0.20400 0.30033 0.10767 0.29817 0.10095 197 66 1024 385
0.20400 0.30033 0.10767 0.29811 0.10163 200 65 1033 389
0.20400 0.30033 0.10767 0.29779 0.10107 199 66 1042 392
0.19800 0.28267 0.10133 0.29815 0.10161 197 65 1051 395
0.18600 0.27383 0.09817 0.29757 0.10121 193 64 1060 398
0.18000 0.25617 0.09183 0.29742 0.12355 185 59 1068 402
0.16800 0.24733 0.08867 0.29463 0.10081 178 57 1077 405
1078 405 Fin!A> go
GO!
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
parar en radianes: 
2.99
parar en 0.39663145
0.29444
2.20833
vlineal vlinealLeft vlinealRight vEncoderLeft vEncoderRight pwmLeft pwmRight posLeft posRight
0.00000 0.22967 0.00317 0.00000 0.00000 1 0 47 15
0.00600 0.00883 0.00633 0.00000 0.00000 3 1 47 15
0.01200 0.02650 0.00950 0.00000 0.00000 6 2 47 15
0.02400 0.03533 0.01267 0.00000 0.00000 16 5 47 15
0.03000 0.04417 0.01583 0.00000 0.00000 22 8 47 15
0.03600 0.05300 0.01900 0.00000 0.00000 29 10 47 15
0.04200 0.06183 0.02533 0.00000 0.00000 38 13 47 15
0.04800 0.07950 0.02850 0.00167 0.00000 47 17 48 15
0.06000 0.08833 0.03167 0.00167 0.00000 70 25 48 15
0.06600 0.09717 0.03483 0.00167 0.00000 79 29 49 15
0.07200 0.10600 0.04117 0.03961 0.00000 88 34 50 15
0.07800 0.12367 0.04433 0.04435 0.00000 98 40 52 15
0.09000 0.13250 0.04750 0.04728 0.00140 119 52 53 16
0.09600 0.14133 0.05067 0.05294 0.00140 131 58 55 17
0.10200 0.15900 0.05700 0.05507 0.03581 143 60 57 18
0.11400 0.16783 0.06017 0.08318 0.04030 164 66 60 19
0.12000 0.17667 0.06333 0.09771 0.04136 175 69 63 20
0.12600 0.19433 0.06967 0.10303 0.04430 194 75 67 21
0.13800 0.20317 0.07283 0.13331 0.04737 202 79 70 23
0.14400 0.21200 0.07917 0.14829 0.05022 202 82 75 24
0.15600 0.22967 0.08233 0.15421 0.05250 202 87 80 27
0.16200 0.23850 0.08550 0.18878 0.05798 202 90 85 29
0.16800 0.25617 0.09183 0.19191 0.08556 202 92 92 31
0.18000 0.26500 0.09500 0.19498 0.06027 202 97 97 33
0.18600 0.27383 0.10133 0.20202 0.09007 202 98 103 36
0.19200 0.29150 0.10450 0.22942 0.09453 202 100 110 39
0.20400 0.30033 0.10767 0.23479 0.10005 202 101 117 42
0.20400 0.30033 0.10767 0.23799 0.12331 202 100 124 46
0.20400 0.30033 0.10767 0.23948 0.10344 202 101 131 49
0.20400 0.30033 0.10767 0.24301 0.12671 202 98 138 52
0.20400 0.30033 0.10767 0.24525 0.10659 202 99 146 56
0.20400 0.30033 0.10767 0.27401 0.13415 202 95 153 59
0.20400 0.30033 0.10767 0.25412 0.13641 202 88 162 64
0.20400 0.30033 0.10767 0.28385 0.11233 202 88 170 67
0.20400 0.30033 0.10767 0.28495 0.13953 202 84 179 72
0.20400 0.30033 0.10767 0.25895 0.14030 202 76 186 75
0.20400 0.30033 0.10767 0.28634 0.14025 202 72 194 79
0.20400 0.30033 0.10767 0.28770 0.11196 202 68 203 83
0.20400 0.30033 0.10767 0.28897 0.13640 202 64 211 87
0.20400 0.30033 0.10767 0.29021 0.10944 202 61 220 91
0.20400 0.30033 0.10767 0.29054 0.10754 202 61 228 94
0.20400 0.30033 0.10767 0.29229 0.13008 202 58 237 97
0.20400 0.30033 0.10767 0.29284 0.10486 202 59 245 100
0.20400 0.30033 0.10767 0.24455 0.12431 202 57 252 103
0.20400 0.30033 0.10767 0.27016 0.10133 202 59 262 107
0.20400 0.30033 0.10767 0.29250 0.10058 202 59 270 110
0.20400 0.30033 0.10767 0.29345 0.10044 202 59 280 113
0.20400 0.30033 0.10767 0.29449 0.10065 202 60 287 116
0.20400 0.30033 0.10767 0.27423 0.10041 202 60 296 119
0.20400 0.30033 0.10767 0.29631 0.10047 202 62 305 122
0.20400 0.30033 0.10767 0.29584 0.10000 202 63 313 125
0.20400 0.30033 0.10767 0.27470 0.12137 202 62 323 129
0.20400 0.30033 0.10767 0.29740 0.09930 202 63 330 131
0.20400 0.30033 0.10767 0.27481 0.09966 202 65 340 135
0.20400 0.30033 0.10767 0.29612 0.09980 202 66 348 138
0.20400 0.30033 0.10767 0.31975 0.09959 199 67 357 141
0.20400 0.30033 0.10767 0.29608 0.12124 200 66 366 144
0.20400 0.30033 0.10767 0.29705 0.10033 201 67 374 147
0.20400 0.30033 0.10767 0.27561 0.10091 202 69 384 150
0.20400 0.30033 0.10767 0.29878 0.10055 202 70 391 153
0.20400 0.30033 0.10767 0.27580 0.12312 202 69 401 157
0.20400 0.30033 0.10767 0.29737 0.10164 202 69 408 160
0.20400 0.30033 0.10767 0.27432 0.10190 202 70 417 163
0.20400 0.30033 0.10767 0.29706 0.12367 202 69 426 166
0.20400 0.30033 0.10767 0.27491 0.10183 202 70 434 169
0.20400 0.30033 0.10767 0.29707 0.10225 202 71 444 172
0.20400 0.30033 0.10767 0.32073 0.12416 199 69 452 176
0.20400 0.30033 0.10767 0.29755 0.10305 200 70 462 179
0.20400 0.30033 0.10767 0.32113 0.12521 197 68 471 182
0.20400 0.30033 0.10767 0.29784 0.10355 197 68 481 186
0.20400 0.30033 0.10767 0.29775 0.10300 195 69 489 189
0.20400 0.30033 0.10767 0.29750 0.12575 196 67 498 192
0.20400 0.30033 0.10767 0.29640 0.10298 197 68 506 195
0.20400 0.30033 0.10767 0.27431 0.12518 200 66 515 198
0.20400 0.30033 0.10767 0.29699 0.10258 200 68 524 202
0.20400 0.30033 0.10767 0.27515 0.10282 202 68 532 205
0.20400 0.30033 0.10767 0.29711 0.12424 202 67 541 208
0.20400 0.30033 0.10767 0.29729 0.10296 202 67 549 212
0.20400 0.30033 0.10767 0.29745 0.10268 202 68 558 215
0.20400 0.30033 0.10767 0.29870 0.10336 202 66 567 218
0.20400 0.30033 0.10767 0.29922 0.10308 202 67 575 221
0.20400 0.30033 0.10767 0.32304 0.12510 199 65 585 225
0.20400 0.30033 0.10767 0.29848 0.10308 199 66 593 228
0.20400 0.30033 0.10767 0.27549 0.10273 202 64 603 231
0.20400 0.30033 0.10767 0.29705 0.10287 202 65 611 234
0.20400 0.30033 0.10767 0.32150 0.10261 199 66 620 238
0.20400 0.30033 0.10767 0.29849 0.12538 199 64 628 241
